cbsa_title,price_band,month_date,states,avg_median_sale_price,active_listings,homes_sold,median_days_on_market,hotness_score,demand_score,supply_score,absorption_rate,months_of_supply,absorption_12mo_avg,absorption_24mo_avg,absorption_velocity
"Kingsport-Bristol, TN-VA",$200K-$300K,2026-03-01,"tn, va",264693.79629629623,1156.888888888889,63.05555555555556,85.41203703703702,57.07508250825082,79.0016501650165,35.148514851485146,5.45044179792547,18.347136563876653,5.5673750978509995,5.952862850684643,-0.3854877528336438
"Kinston, NC",$200K-$300K,2026-03-01,nc,201325.0,209.88888888888889,7.138888888888889,78.0,33.508663366336634,31.93069306930693,35.086633663366335,3.4012705134992065,29.40077821011673,5.267748100089197,6.288218225487942,-1.0204701253987452
"Kirksville, MO",$200K-$300K,2026-03-01,mo,215476.38888888888,76.55555555555556,5.083333333333333,200.90277777777777,54.61014851485149,52.351485148514854,56.86881188118812,6.640058055152394,15.060109289617488,4.847607284387278,,
"LaGrange, GA-AL",$200K-$300K,2026-03-01,al,213547.22222222222,92.55555555555556,4.75,114.30555555555556,16.429455445544555,10.14851485148515,22.71039603960396,5.132052821128451,19.485380116959064,4.909871216696882,5.239193033304001,-0.329321816607119
"Lake City, FL",$200K-$300K,2026-03-01,fl,290708.3333333333,235.33333333333334,4.861111111111111,175.16666666666666,31.49752475247525,46.65841584158416,16.33663366336634,2.0656279508970727,48.41142857142858,4.051178905360104,5.303957630305553,-1.2527787249454487
"Laredo, TX",$200K-$300K,2026-03-01,tx,253427.77777777778,646.4444444444445,21.083333333333332,104.91666666666667,31.868811881188115,21.967821782178216,41.76980198019802,3.2614300446888964,30.661396574440055,2.982832843047273,3.1864483560593713,-0.20361551301209824
"Laurinburg, NC",$200K-$300K,2026-03-01,nc,203939.72222222222,102.44444444444444,2.6666666666666665,123.34722222222223,35.55074257425743,58.601485148514854,12.5,2.6030368763557483,38.41666666666667,4.582626821972914,6.420324167898063,-1.8376973459251493
"Lawrenceburg, TN",$200K-$300K,2026-03-01,tn,297597.22222222225,229.77777777777777,7.527777777777778,176.63888888888889,20.45173267326733,12.004950495049505,28.898514851485142,3.276112185686654,30.523985239852397,3.521048719337841,3.9026972576938053,-0.38164853835596446
"Lebanon, MO",$200K-$300K,2026-03-01,mo,254131.94444444444,135.66666666666666,7.305555555555555,82.70833333333333,53.0940594059406,64.85148514851485,41.336633663366335,5.384930384930385,18.570342205323193,5.765999501106159,5.8969287311364385,-0.13092923003027934
"Lexington-Fayette, KY",$200K-$300K,2026-03-01,ky,245375.0,111.0,6.5,51.06944444444444,37.28341584158416,63.613861386138616,10.952970297029704,5.8558558558558556,17.076923076923077,6.18827364274231,6.683782826425646,-0.4955091836833363
"Little Rock-North Little Rock-Conway, AR",$200K-$300K,2026-03-01,ar,246494.52314814818,2792.333333333333,155.1388888888889,65.94444444444444,54.30074257425742,38.180693069306926,70.42079207920791,5.555887151327048,17.998925693822734,5.52077357194787,5.753614178390286,-0.23284060644241666
"Longview, TX",$200K-$300K,2026-03-01,tx,266646.7013888889,1109.6666666666667,46.0,108.70486111111111,37.631497524752476,51.16027227722772,24.10272277227723,4.145389005707419,24.1231884057971,3.8088131635546283,3.953092255063304,-0.1442790915086758
"Louisville/Jefferson County, KY-IN",$200K-$300K,2026-03-01,ky,282368.75,2531.333333333333,204.08333333333334,63.77083333333333,66.41398514851485,61.16955445544554,71.65841584158416,8.06228601527522,12.403429971416903,8.086603399910876,8.955516834642575,-0.8689134347316987
"Lubbock, TX",$200K-$300K,2026-03-01,tx,244773.47222222222,1779.6666666666667,106.25,83.66666666666667,49.22648514851485,23.391089108910897,75.0618811881188,5.9702191421614526,16.749803921568628,4.624820815879716,4.703917461683296,-0.07909664580357934
"Lufkin, TX",$200K-$300K,2026-03-01,tx,260030.27777777778,309.22222222222223,3.25,176.77777777777777,24.659653465346533,31.86881188118812,17.450495049504948,1.0510240747394897,95.14529914529915,2.098356626429728,2.886009297320397,-0.7876526708906688
"Lumberton, NC",$200K-$300K,2026-03-01,nc,236444.44444444444,185.11111111111111,8.722222222222221,94.25,24.319306930693067,36.88118811881188,11.757425742574256,4.71188475390156,21.222929936305736,4.656767354714216,5.225475408504925,-0.5687080537907097
"Lynchburg, VA",$200K-$300K,2026-03-01,va,266964.5833333334,199.8888888888889,17.666666666666664,37.49305555555556,59.80816831683168,63.76856435643565,55.84777227722772,8.83824346859366,11.314465408805034,8.536439949813419,8.732231635324913,-0.1957916855114945
"Macon-Bibb County, GA",$200K-$300K,2026-03-01,ga,272010.0,92.22222222222223,4.333333333333333,105.30555555555556,39.944306930693074,29.269801980198014,50.61881188118812,4.6987951807228905,21.282051282051285,4.511892785759424,4.992697421159321,-0.48080463539989715
"Madisonville, KY",$200K-$300K,2026-03-01,ky,204570.83333333334,132.0,6.666666666666667,81.34722222222223,28.99133663366337,42.26485148514851,15.717821782178218,5.05050505050505,19.8,,,
"Manhattan, KS",$200K-$300K,2026-03-01,ks,238844.44444444444,115.11111111111111,10.527777777777779,48.875,41.738861386138616,22.58663366336634,60.89108910891089,9.145752895752896,10.934036939313984,8.637670191777232,9.487307613217634,-0.8496374214404021
"Marion, NC",$200K-$300K,2026-03-01,nc,290555.55555555556,219.0,6.555555555555555,134.08333333333334,31.961633663366335,46.9059405940594,17.01732673267327,2.993404363267377,33.40677966101695,4.833077608086298,5.674894057665767,-0.8418164495794693
"Mayfield, KY",$200K-$300K,2026-03-01,ky,228458.33333333334,108.77777777777777,5.444444444444445,64.08333333333333,49.9381188118812,53.0940594059406,46.78217821782179,5.005107252298264,19.97959183673469,5.235839694109697,5.235839694109697,0.0
"McAlester, OK",$200K-$300K,2026-03-01,ok,256505.55555555556,236.22222222222223,7.944444444444445,82.20833333333333,16.646039603960396,7.920792079207921,25.371287128712872,3.363123236124177,29.734265734265733,3.5115323482979215,4.275221399983913,-0.7636890516859913
"McAllen-Edinburg-Mission, TX",$200K-$300K,2026-03-01,tx,249615.27777777778,3425.222222222222,97.66666666666667,93.68055555555556,15.47029702970297,1.608910891089109,29.33168316831683,2.8513965030654944,35.070534698521044,2.5393219135174214,2.6814272873051634,-0.14210537378774202
"McMinnville, TN",$200K-$300K,2026-03-01,tn,266841.6666666667,249.55555555555554,12.36111111111111,90.72222222222223,37.12871287128713,37.19059405940594,37.06683168316832,4.953250222617988,20.18876404494382,4.0343302855316825,4.283911476959737,-0.2495811914280548
"McPherson, KS",$200K-$300K,2026-03-01,ks,233776.041666625,54.55555555555556,1.6145,50.692708249999995,59.3440594059406,74.31930693069307,44.36881188118812,2.959368635437882,33.79099136299508,3.466667989218589,4.726345746055041,-1.2596777568364521
"Memphis, TN-MS-AR",$200K-$300K,2026-03-01,"ar, ms, tn",237796.02430555556,3915.7777777777774,177.61111111111114,72.56944444444446,34.87778465346534,39.03155940594059,30.724009900990097,4.535781170194656,22.046918986549883,5.176075794780345,5.705509788360928,-0.5294339935805832
"Midland, TX",$200K-$300K,2026-03-01,tx,278891.6666666667,766.0,1.4166666666666667,175.04166666666666,68.31683168316832,55.754950495049506,80.87871287128714,0.18494342906875547,540.7058823529411,2.4185904187830385,5.0432069892643385,-2.6246165704813
"Milledgeville, GA",$200K-$300K,2026-03-01,ga,224488.88888888888,170.88888888888889,6.0,57.02777777777778,17.07920792079208,4.826732673267327,29.33168316831683,3.5110533159947983,28.48148148148148,3.858273325880359,4.674956136259716,-0.8166828103793571
"Mobile, AL",$200K-$300K,2026-03-01,al,241848.61111111112,1555.2222222222222,88.55555555555556,52.791666666666664,35.86014851485149,21.10148514851485,50.61881188118812,5.6940773022790605,17.562107904642406,5.629689572654589,5.724617835916632,-0.09492826326204362
"Montgomery, AL",$200K-$300K,2026-03-01,al,228755.55555555556,1220.7777777777778,49.666666666666664,71.98611111111111,32.240099009900995,10.272277227722771,54.207920792079214,4.068444525348138,24.579418344519016,4.749583922235967,5.235093544904891,-0.48550962266892395
"Morgantown, WV",$200K-$300K,2026-03-01,wv,238863.88888888888,68.77777777777777,3.0833333333333335,148.0,47.277227722772274,86.01485148514851,8.53960396039604,4.483037156704363,22.306306306306304,4.830949488399171,5.030442868829328,-0.19949338043015707
"Morristown, TN",$200K-$300K,2026-03-01,tn,282226.3888888889,285.6666666666667,12.916666666666666,73.0,38.180693069306926,54.02227722772277,22.33910891089109,4.521586931155192,22.116129032258065,7.013836684383001,8.270921626365446,-1.2570849419824448
"Moultrie, GA",$200K-$300K,2026-03-01,ga,264536.0,85.55555555555556,4.777777777777778,90.88888888888889,27.753712871287128,17.450495049504948,38.056930693069305,5.584415584415584,17.906976744186046,6.148899344111187,6.085683816941906,0.06321552716928114
"Mount Airy, NC",$200K-$300K,2026-03-01,nc,249684.72222222222,159.44444444444446,9.25,93.55555555555556,58.8490099009901,92.32673267326732,25.371287128712872,5.801393728222997,17.237237237237238,5.444984592379934,5.792396369375617,-0.34741177699568304
"Mount Sterling, KY",$200K-$300K,2026-03-01,ky,231291.66666666666,96.11111111111111,3.9166666666666665,125.76388888888889,42.14108910891089,53.1559405940594,31.126237623762375,4.075144508670521,24.539007092198585,5.782405297673893,5.901629026508203,-0.1192237288343101
"Mountain Home, AR",$200K-$300K,2026-03-01,ar,281047.1388888889,292.77777777777777,9.027777777777779,158.75,32.7970297029703,56.49752475247525,9.096534653465346,3.0834914611005697,32.43076923076923,4.041803700267265,4.618929832291241,-0.5771261320239756
"Murray, KY",$200K-$300K,2026-03-01,ky,282027.77777777775,113.0,4.416666666666667,82.48611111111111,33.323019801980195,60.3960396039604,6.25,3.908554572271387,25.584905660377355,5.091108779125758,5.497837730776104,-0.4067289516503463
"North Wilkesboro, NC",$200K-$300K,2026-03-01,nc,259604.16666666666,160.22222222222223,9.333333333333334,58.013888888888886,37.84034653465346,58.10643564356436,17.574257425742573,5.825242718446602,17.166666666666668,5.193955712007144,6.058830674734405,-0.8648749627272609
"Ocala, FL",$200K-$300K,2026-03-01,fl,274551.52777777775,4190.222222222223,195.66666666666666,78.04166666666667,24.90717821782178,24.876237623762375,24.93811881188119,4.669601187950785,21.415105053946625,4.093005918355428,4.555071401450686,-0.46206548309525797
"Odessa, TX",$200K-$300K,2026-03-01,tx,300000.0,481.0,1.0,32.0,55.7240099009901,23.9480198019802,87.5,0.2079002079002079,481.0,5.482559769386989,7.005922243606374,-1.5233624742193852
"Oklahoma City, OK",$200K-$300K,2026-03-01,ok,268790.0444444445,5833.666666666667,388.3611111111111,72.86944444444444,33.01361386138613,13.688118811881187,52.339108910891085,6.657238633982819,15.021243115656965,5.982192908357884,6.410542937485112,-0.42835002912722775
"Orangeburg, SC",$200K-$300K,2026-03-01,sc,235885.69444444444,337.55555555555554,10.027777777777779,106.01388888888889,18.62623762376238,20.23514851485149,17.01732673267327,2.970704410796577,33.66204986149584,3.561985570186477,3.6133167988198416,-0.05133122863336448
"Ottawa, KS",$200K-$300K,2026-03-01,ks,245804.86111111112,59.333333333333336,5.138888888888889,44.625,59.80816831683168,67.63613861386139,51.98019801980198,8.661048689138577,11.545945945945945,8.778579566172128,9.891473701357638,-1.1128941351855097
"Owensboro, KY",$200K-$300K,2026-03-01,ky,245704.16666666666,227.55555555555554,22.47222222222222,34.43055555555556,65.40841584158416,54.88861386138614,75.92821782178217,9.87548828125,10.126081582200246,11.148748942106286,10.449410437710494,0.6993385043957918
"Ozark, AL",$200K-$300K,2026-03-01,al,213986.11111111112,156.55555555555554,6.194444444444445,70.625,48.82425742574257,33.353960396039604,64.29455445544554,3.9567068843151176,25.273542600896857,4.9922434999668175,5.6651179071682805,-0.672874407201463
"Paducah, KY-IL",$200K-$300K,2026-03-01,ky,268319.44444444444,226.66666666666666,13.63888888888889,75.5,65.43935643564356,82.92079207920791,47.95792079207921,6.017156862745098,16.61914460285132,6.2209826494987155,6.440953815211279,-0.2199711657125638
"Palatka, FL",$200K-$300K,2026-03-01,fl,245985.63888888888,321.6666666666667,9.5,76.73611111111111,26.14480198019802,43.99752475247525,8.292079207920793,2.9533678756476682,33.85964912280702,3.4039720348809506,3.4089857601172113,-0.005013725236260758
"Palestine, TX",$200K-$300K,2026-03-01,tx,240452.77777777778,202.66666666666666,7.277777777777778,83.47222222222223,29.795792079207924,46.72029702970298,12.871287128712872,3.5910087719298245,27.84732824427481,2.96889880768871,3.338069013750942,-0.36917020606223216
"Paris, TN",$200K-$300K,2026-03-01,tn,275847.22222222225,136.0,5.055555555555555,125.98611111111111,25.340346534653463,41.95544554455445,8.725247524752474,3.7173202614379086,26.9010989010989,3.9817702052403905,4.026837976756986,-0.04506777151659547
"Picayune, MS",$200K-$300K,2026-03-01,ms,258733.33333333334,235.0,4.305555555555555,54.236111111111114,48.97896039603961,51.98019801980198,45.97772277227723,1.8321513002364065,54.58064516129033,2.3723441985290816,2.5010439630166714,-0.1286997644875898
"Pikeville, KY",$200K-$300K,2026-03-01,ky,280927.9513888055,164.22222222222223,6.097138888888889,117.70572914583333,27.0884900990099,48.70049504950495,5.476485148514852,3.7127368064952635,26.934308897160328,3.5489599373314626,3.639262561159919,-0.09030262382845633
"Richmond, VA",$200K-$300K,2026-03-01,va,283961.1111111111,69.22222222222223,8.055444444444444,101.69444444444446,61.77289603960396,53.43440594059406,70.11138613861385,11.63707865168539,8.593221975475526,7.222670945033738,9.483998339533999,-2.2613273945002605
"Rio Grande City-Roma, TX",$200K-$300K,2026-03-01,tx,273051.984375,94.0,3.58325,258.23958325,10.36509900990099,1.1138613861386135,19.61633663366337,3.8119680851063835,26.23316821321426,2.2879189505978537,2.4244984676989465,-0.13657951710109284
"Roanoke Rapids, NC",$200K-$300K,2026-03-01,nc,225012.05555555556,96.88888888888889,6.0,96.01388888888889,33.44678217821782,53.21782178217822,13.675742574257429,6.192660550458716,16.14814814814815,4.260421639098497,5.822100448681975,-1.5616788095834782
"Rockingham, NC",$200K-$300K,2026-03-01,nc,204061.11111111112,120.22222222222223,4.805555555555555,96.88888888888889,47.246287128712865,72.15346534653465,22.33910891089109,3.997227356746765,25.01734104046243,8.621220386572851,,
"Rocky Mount, NC",$200K-$300K,2026-03-01,nc,291996.52777777775,461.8888888888889,19.055555555555557,74.875,34.9009900990099,16.027227722772277,53.77475247524752,4.125571325475103,24.239067055393587,4.992081060574032,5.832812976343365,-0.8407319157693331
"Rolla, MO",$200K-$300K,2026-03-01,mo,235328.47222222222,165.44444444444446,10.13888888888889,47.083333333333336,32.48762376237624,49.257425742574256,15.717821782178218,6.128274009402284,16.317808219178083,5.13727620451536,6.024858803325511,-0.8875825988101509
"Rome, GA",$200K-$300K,2026-03-01,ga,264731.1111111111,480.77777777777777,26.86111111111111,60.19444444444444,30.043316831683168,23.886138613861384,36.20049504950495,5.587011786457129,17.89865563598759,4.184878834964112,4.739356559786638,-0.5544777248225259
"Russellville, AL",$200K-$300K,2026-03-01,al,231406.94444444444,70.22222222222223,2.1944444444444446,144.15277777777777,24.16460396039604,20.853960396039604,27.475247524752476,3.125,32.0,4.914584177273649,5.027184272611573,-0.1126000953379247
"Russellville, AR",$200K-$300K,2026-03-01,ar,226027.77777777778,187.33333333333334,12.305555555555555,47.611111111111114,25.402227722772277,39.48019801980198,11.324257425742577,6.568801897983392,15.223476297968398,5.713497284655841,6.288159115665483,-0.5746618310096414
"Salina, KS",$200K-$300K,2026-03-01,ks,209465.27777777778,89.77777777777777,15.277777777777779,38.81944444444444,85.70544554455446,91.89356435643565,79.51732673267327,17.01732673267327,5.876363636363636,11.699413915571986,,
"San Angelo, TX",$200K-$300K,2026-03-01,tx,269252.55555555556,576.5555555555555,27.583333333333332,77.125,43.2240099009901,31.18811881188119,55.25990099009901,4.784158797456157,20.902316213494462,5.041395752708499,5.377084963304178,-0.335689210595679
"San Antonio-New Braunfels, TX",$200K-$300K,2026-03-01,tx,288515.9074074074,12092.77777777778,526.8333333333334,112.75,24.412128712871283,6.105610561056106,42.71864686468647,4.356594845408186,22.95370663292207,3.9188426058590213,4.229734363283593,-0.31089175742457176
"Scottsboro, AL",$200K-$300K,2026-03-01,al,296694.44444444444,180.77777777777777,5.888888888888889,80.58333333333333,29.95049504950495,32.7970297029703,27.103960396039607,3.257529194837124,30.698113207547166,4.076959105045565,4.260410076240665,-0.1834509711951
"Searcy, AR",$200K-$300K,2026-03-01,ar,203218.05555555556,299.8888888888889,17.666666666666668,80.36111111111111,48.948019801980195,42.636138613861384,55.25990099009901,5.8910707669507225,16.9748427672956,5.778586930401367,6.12680806194954,-0.3482211315481729
"Sebring, FL",$200K-$300K,2026-03-01,fl,272330.55555555556,1010.5555555555555,32.638888888888886,90.18055555555556,28.74381188118812,24.69059405940594,32.7970297029703,3.2297965915338094,30.961702127659578,3.350369860256071,3.5527213253148116,-0.20235146505874058
"Shelby-Kings Mountain, NC",$200K-$300K,2026-03-01,nc,258083.33333333334,483.44444444444446,19.333333333333332,100.875,35.210396039603964,35.334158415841586,35.086633663366335,3.999080671110089,25.005747126436784,4.27054958476096,4.345178631132977,-0.07462904637201717
"Somerset, KY",$200K-$300K,2026-03-01,ky,266380.55555555556,357.1111111111111,13.555555555555555,115.58333333333333,24.288366336633665,27.475247524752476,21.10148514851485,3.7958929682638463,26.344262295081965,3.593194016566042,3.8878156476456542,-0.29462163107961237
"Spartanburg, SC",$200K-$300K,2026-03-01,sc,291536.4583333333,2249.1111111111113,123.63888888888889,87.375,40.77970297029704,16.955445544554458,64.60396039603961,5.497233474953067,18.190968321725457,5.306557998890264,5.372737943588482,-0.06617994469821831
"Springfield, MO",$200K-$300K,2026-03-01,mo,251796.07638888888,1114.7777777777778,95.77777777777779,53.916666666666664,49.41212871287129,48.23638613861387,50.58787128712871,8.591647563041963,11.639211136890951,7.470937436527033,7.765453801905994,-0.29451636537896064
"St. Joseph, MO-KS",$200K-$300K,2026-03-01,mo,200247.20833333334,226.66666666666666,16.75,56.638888888888886,67.54331683168317,59.15841584158416,75.92821782178217,7.389705882352941,13.53233830845771,,,
"St. Louis, MO-IL",$200K-$300K,2026-03-01,mo,279274.0555555555,2506.4444444444443,241.33333333333331,34.38194444444444,68.90470297029702,70.88490099009901,66.92450495049505,9.62851316606082,10.385819521178638,9.531648206025798,10.587806341350303,-1.0561581353245053
"Statesboro, GA",$200K-$300K,2026-03-01,ga,281478.6111111111,351.3333333333333,22.22222222222222,90.25,31.219059405940595,13.242574257425744,49.195544554455445,6.325110689437065,15.81,6.8133033625301715,8.148678300231099,-1.3353749377009274
"Stillwater, OK",$200K-$300K,2026-03-01,ok,250627.77777777778,284.22222222222223,18.22222222222222,39.94444444444444,52.011138613861384,35.27227722772277,68.75,6.411258795934323,15.597560975609758,7.570961460318814,7.2407279965008895,0.3302334638179243
"Sulphur Springs, TX",$200K-$300K,2026-03-01,tx,240670.81944444444,188.77777777777777,5.027777777777778,95.22222222222223,32.70420792079208,31.621287128712872,33.78712871287129,2.6633313713949383,37.54696132596685,2.9814337212215403,3.1910413241046576,-0.2096076028831173
"Sumter, SC",$200K-$300K,2026-03-01,sc,263195.30555555556,387.8888888888889,25.444444444444443,63.083333333333336,27.196782178217823,20.606435643564357,33.78712871287129,6.559725007161271,15.244541484716159,6.139809704297725,6.663214193824253,-0.523404489526528
"Tahlequah, OK",$200K-$300K,2026-03-01,ok,217861.11111111112,157.0,6.138888888888889,44.638888888888886,34.77722772277228,17.574257425742573,51.98019801980198,3.9101203113941967,25.57466063348416,4.524624071092463,4.841319855857184,-0.31669578476472093
"Texarkana, TX-AR",$200K-$300K,2026-03-01,"ar, tx",221030.55555555556,535.4444444444445,21.38888888888889,96.5,18.67264851485149,24.78341584158416,12.56188118811881,3.9946046897696617,25.033766233766233,3.406396502240249,3.761728019523691,-0.3553315172834419
"Thomaston, GA",$200K-$300K,2026-03-01,ga,245411.11111111112,118.44444444444444,4.305555555555555,103.95833333333333,15.129950495049505,6.25,24.00990099009901,3.6350844277673544,27.50967741935484,3.6737800669746465,4.7630891127215085,-1.089309045746862
"Thomasville, GA",$200K-$300K,2026-03-01,ga,256245.76388888888,242.55555555555554,11.277777777777777,98.08333333333334,17.713490099009903,16.55321782178218,18.87376237623762,4.649564819056344,21.507389162561577,4.5197421286265085,6.001569573419161,-1.4818274447926525
"Tifton, GA",$200K-$300K,2026-03-01,ga,274355.8333333333,115.66666666666667,4.805555555555555,80.91666666666667,43.37871287128713,31.497524752475247,55.25990099009901,4.154658981748319,24.069364161849713,5.684006206709999,6.13954465528579,-0.4555384485757914
"Topeka, KS",$200K-$300K,2026-03-01,ks,214250.0,255.33333333333334,45.166666666666664,21.13888888888889,91.98638613861384,91.83168316831684,92.14108910891088,17.68929503916449,5.653136531365314,13.484136504959976,14.276089794813503,-0.7919532898535273
"Troy, AL",$200K-$300K,2026-03-01,al,231475.45833325002,16.11111111111111,1.45825,65.541666625,34.83910891089109,17.698019801980198,51.98019801980198,9.051206896551726,11.048250376211973,7.5971670016143955,6.52041326879558,1.0767537328188155
"Tulsa, OK",$200K-$300K,2026-03-01,ok,276811.53819444444,3153.0,245.55555555555554,53.638888888888886,41.86262376237624,35.62809405940594,48.09715346534654,7.787997321774675,12.84027149321267,6.759422210544428,6.991688768630444,-0.2322665580860157
"Tupelo, MS",$200K-$300K,2026-03-01,ms,247116.66666666666,305.8888888888889,15.25,36.541666666666664,52.81559405940594,51.42326732673267,54.207920792079214,4.985470395931711,20.058287795992715,6.109216305102241,6.5239560275574755,-0.41473972245523427
"Tuscaloosa, AL",$200K-$300K,2026-03-01,al,285101.1111111111,865.2222222222222,58.861111111111114,47.125,43.65717821782178,17.01732673267327,70.29702970297029,6.803005008347246,14.699386503067483,6.751788345894689,6.844046840358331,-0.09225849446364176
"Union City, TN",$200K-$300K,2026-03-01,tn,211031.94444444444,95.44444444444444,3.7222222222222223,119.25,35.519801980198025,43.193069306930695,27.846534653465348,3.8998835855646106,25.641791044776117,5.668847407896144,,
"Valdosta, GA",$200K-$300K,2026-03-01,ga,281544.44444444444,504.0,32.388888888888886,49.94444444444444,40.53217821782179,26.856435643564357,54.207920792079214,6.4263668430335095,15.56089193825043,6.595832367066584,7.004029046084381,-0.4081966790177969
"Vicksburg, MS",$200K-$300K,2026-03-01,ms,237148.1157406667,134.22222222222223,4.064777777777778,126.64814811111111,34.870049504950494,56.43564356435643,13.304455445544557,3.0283940397350992,33.02080201186344,3.702431077991507,4.732852291170525,-1.0304212131790185
"Victoria, TX",$200K-$300K,2026-03-01,tx,231076.38888888888,274.8888888888889,12.694444444444445,93.05555555555556,7.487623762376238,11.88118811881188,3.094059405940594,4.61802748585287,21.654266958424508,4.617105911814883,4.600069877497252,0.017036034317630566
"Vidalia, GA",$200K-$300K,2026-03-01,ga,247527.77777766666,53.77777777777778,1.111,162.19444433333334,15.84158415841584,7.797029702970297,23.886138613861384,2.065909090909091,48.40484048404841,5.628294420420712,7.113335081871889,-1.485040661451177
"Waco, TX",$200K-$300K,2026-03-01,tx,292065.90277777775,1188.3333333333333,51.888888888888886,82.5,16.274752475247524,26.60891089108911,5.9405940594059405,4.366526414212249,22.90149892933619,3.876187689661725,3.86198056807372,0.014207121588004856
"Warner Robins, GA",$200K-$300K,2026-03-01,ga,286095.40972222225,842.2222222222222,61.611111111111114,64.76388888888889,30.909653465346537,17.512376237623762,44.30693069306931,7.315303430079156,13.669972948602343,5.902531558622495,6.735308200761323,-0.8327766421388283
"Warrensburg, MO",$200K-$300K,2026-03-01,mo,289484.72222222225,191.66666666666666,14.805555555555555,78.45833333333333,63.366336633663366,66.33663366336634,60.3960396039604,7.72463768115942,12.945590994371482,7.204627508869081,7.2217711171679815,-0.017143608298900048
"Washington, NC",$200K-$300K,2026-03-01,nc,296985.44444444444,178.0,9.25,63.916666666666664,41.398514851485146,54.95049504950495,27.846534653465348,5.196629213483146,19.243243243243242,5.125122358043936,7.189689677813568,-2.0645673197696324
"Waycross, GA",$200K-$300K,2026-03-01,ga,253611.11111111112,123.66666666666667,4.472222222222222,93.08333333333333,20.63737623762376,18.564356435643564,22.71039603960396,3.6163522012578615,27.65217391304348,,,
"West Plains, MO",$200K-$300K,2026-03-01,mo,223376.38888888888,183.77777777777777,9.083333333333334,91.44444444444444,19.709158415841586,19.306930693069308,20.111386138613863,4.942563482466747,20.23241590214067,4.480275416772613,4.183024837949202,0.29725057882341055
"Wichita, KS",$200K-$300K,2026-03-01,ks,252694.90740740742,1713.2222222222222,176.22222222222223,41.291666666666664,63.0259900990099,71.36963696369638,54.68234323432343,10.28601076593813,9.721941992433795,8.61800368977121,9.016208305791574,-0.3982046160203634
"Wilson, NC",$200K-$300K,2026-03-01,nc,258063.05555555556,264.6666666666667,13.694444444444445,78.54166666666667,49.16460396039603,47.71039603960396,50.61881188118812,5.174223341729638,19.32657200811359,5.938712536934097,6.195805248863214,-0.25709271192911665
"Winchester, TN",$200K-$300K,2026-03-01,tn,297469.44444444444,361.22222222222223,14.666666666666666,108.20833333333333,25.030940594059405,12.995049504950495,37.06683168316832,4.060289141802522,24.62878787878788,4.973547464529083,7.6258946015043945,-2.6523471369753118
"Winchester, VA-WV",$200K-$300K,2026-03-01,wv,248186.11111111112,84.33333333333333,3.5833333333333335,89.91666666666667,46.132425742574256,84.46782178217822,7.797029702970297,4.249011857707511,23.53488372093023,5.213686630087616,6.05969544233281,-0.8460088122451941
"Winston-Salem, NC",$200K-$300K,2026-03-01,nc,285392.3194444445,190.44444444444446,11.944444444444445,101.15972222222223,57.76608910891089,79.36262376237624,36.16955445544554,6.271878646441073,15.944186046511629,6.1189666373318365,6.90277630396908,-0.7838096666372438
